run_id,project,config,workflow,stage,energy_joules,duration_seconds,timestamp,python_version
32661090649,retrofit,C4,P03 Retrofit C4 Combined,test-execution,308.074,58.62,,
32661088223,retrofit,C2,P03 Retrofit C2 Tests,checkout,4.37465,1.18,,
32661088223,retrofit,C2,P03 Retrofit C2 Tests,test-execution,381.465,81.56,,
32660829025,gson,C3,P05 Gson C3 Consolidated,test-execution,274.206,47.5,,
32660827760,retrofit,C4,P03 Retrofit C4 Combined,checkout,4.83031,1.37,,
32660827760,retrofit,C4,P03 Retrofit C4 Combined,test-execution,311.891,59.11,,
32660825824,retrofit,C2,P03 Retrofit C2 Tests,checkout,3.25422,1.22,,
32660825824,retrofit,C2,P03 Retrofit C2 Tests,test-execution,340.732,67.01,,
32660823221,httpie,C1,P01 HTTPie C1 Tests,checkout,6.00187,1.63,,3.10
32660823221,httpie,C1,P01 HTTPie C1 Tests,dependency-installation,115.137,28.64,,3.10
32660823221,httpie,C1,P01 HTTPie C1 Tests,test-execution,366.519,102.42,,3.10
32660823221,httpie,C1,P01 HTTPie C1 Tests,dependency-installation,97.9861,24.09,,3.12
32660823221,httpie,C1,P01 HTTPie C1 Tests,test-execution,343.946,96.86,,3.12
32660823221,httpie,C1,P01 HTTPie C1 Tests,dependency-installation,91.0747,22.15,,3.11
32660823221,httpie,C1,P01 HTTPie C1 Tests,test-execution,325.111,91.91,,3.11
32660571251,gson,C3,P05 Gson C3 Consolidated,checkout,5.11853,1.14,,
32660571251,gson,C3,P05 Gson C3 Consolidated,test-execution,302.355,54.26,,
32660569862,retrofit,C4,P03 Retrofit C4 Combined,checkout,3.72673,1.14,,
32660569862,retrofit,C4,P03 Retrofit C4 Combined,test-execution,335.643,66.91,,
32660567954,retrofit,C2,P03 Retrofit C2 Tests,checkout,4.58935,1.24,,
32660567954,retrofit,C2,P03 Retrofit C2 Tests,test-execution,282.668,60.43,,
32660565347,httpie,C1,P01 HTTPie C1 Tests,checkout,3.44544,1.16,,3.12
32660565347,httpie,C1,P01 HTTPie C1 Tests,dependency-installation,93.0274,22.95,,3.12
32660565347,httpie,C1,P01 HTTPie C1 Tests,test-execution,349.425,98.17,,3.12
32660565347,httpie,C1,P01 HTTPie C1 Tests,checkout,4.7122,1.06,,3.10
32660565347,httpie,C1,P01 HTTPie C1 Tests,dependency-installation,108.922,26.2,,3.10
32660565347,httpie,C1,P01 HTTPie C1 Tests,test-execution,336.04,94.86,,3.10
32660565347,httpie,C1,P01 HTTPie C1 Tests,checkout,5.48561,1.26,,3.11
32660565347,httpie,C1,P01 HTTPie C1 Tests,dependency-installation,100.609,24.24,,3.11
32660565347,httpie,C1,P01 HTTPie C1 Tests,test-execution,324.984,92.89,,3.11
32660565749,httpie,C2,P01 HTTPie C2 Tests,checkout,4.61313,1.26,,3.10
32660565749,httpie,C2,P01 HTTPie C2 Tests,dependency-installation,92.5381,22.84,,3.10
32660565749,httpie,C2,P01 HTTPie C2 Tests,test-execution,370.657,102.73,,3.10
32660565749,httpie,C2,P01 HTTPie C2 Tests,checkout,4.9709,1.13,,3.11
32660565749,httpie,C2,P01 HTTPie C2 Tests,dependency-installation,84.9089,20.72,,3.11
32660565749,httpie,C2,P01 HTTPie C2 Tests,test-execution,322.558,92.1,,3.11
32660565749,httpie,C2,P01 HTTPie C2 Tests,dependency-installation,73.6741,17.9,,3.12
32660565749,httpie,C2,P01 HTTPie C2 Tests,test-execution,340.658,95.38,,3.12
32660303971,gson,C3,P05 Gson C3 Consolidated,checkout,5.64329,1.31,,
32660303971,gson,C3,P05 Gson C3 Consolidated,test-execution,278.95,52.38,,
32660302598,retrofit,C4,P03 Retrofit C4 Combined,checkout,5.77337,1.33,,
32660302598,retrofit,C4,P03 Retrofit C4 Combined,test-execution,311.078,65.39,,
32660300417,retrofit,C2,P03 Retrofit C2 Tests,checkout,2.36854,1.08,,
32660300417,retrofit,C2,P03 Retrofit C2 Tests,test-execution,340.475,68.58,,
32660297992,httpie,C2,P01 HTTPie C2 Tests,checkout,7.16779,1.66,,3.12
32660297992,httpie,C2,P01 HTTPie C2 Tests,dependency-installation,92.9035,22.6,,3.12
32660297992,httpie,C2,P01 HTTPie C2 Tests,test-execution,343.543,96.9,,3.12
32660297992,httpie,C2,P01 HTTPie C2 Tests,checkout,2.34854,1.17,,3.11
32660297992,httpie,C2,P01 HTTPie C2 Tests,dependency-installation,88.8202,22.64,,3.11
32660297992,httpie,C2,P01 HTTPie C2 Tests,test-execution,326.735,93.66,,3.11
32660297992,httpie,C2,P01 HTTPie C2 Tests,checkout,4.59513,1.25,,3.10
32660297992,httpie,C2,P01 HTTPie C2 Tests,dependency-installation,83.9034,20.41,,3.10
32660297992,httpie,C2,P01 HTTPie C2 Tests,test-execution,320.193,90.75,,3.10
32660297693,httpie,C1,P01 HTTPie C1 Tests,checkout,2.55686,1.17,,3.10
32660297693,httpie,C1,P01 HTTPie C1 Tests,dependency-installation,103.244,25.63,,3.10
32660297693,httpie,C1,P01 HTTPie C1 Tests,test-execution,344.416,97.73,,3.10
32660297693,httpie,C1,P01 HTTPie C1 Tests,checkout,3.48971,1.22,,3.12
32660297693,httpie,C1,P01 HTTPie C1 Tests,dependency-installation,88.9438,21.96,,3.12
32660297693,httpie,C1,P01 HTTPie C1 Tests,test-execution,353.614,99.24,,3.12
32660297693,httpie,C1,P01 HTTPie C1 Tests,checkout,4.71564,1.19,,3.11
32660297693,httpie,C1,P01 HTTPie C1 Tests,dependency-installation,101.009,24.27,,3.11
32660297693,httpie,C1,P01 HTTPie C1 Tests,test-execution,322.781,91.93,,3.11
32660028566,gson,C3,P05 Gson C3 Consolidated,checkout,4.10201,1.17,,
32660028566,gson,C3,P05 Gson C3 Consolidated,test-execution,260.413,45.52,,
32660027203,retrofit,C4,P03 Retrofit C4 Combined,checkout,5.68419,1.64,,
32660027203,retrofit,C4,P03 Retrofit C4 Combined,test-execution,326.126,66.37,,
32660025116,retrofit,C2,P03 Retrofit C2 Tests,checkout,4.43916,1.28,,
32660025116,retrofit,C2,P03 Retrofit C2 Tests,test-execution,295.408,60.49,,
32660022317,httpie,C2,P01 HTTPie C2 Tests,dependency-installation,81.3835,19.76,,3.10
32660022317,httpie,C2,P01 HTTPie C2 Tests,test-execution,340.886,95.93,,3.10
32660022317,httpie,C2,P01 HTTPie C2 Tests,checkout,4.37902,1.19,,3.11
32660022317,httpie,C2,P01 HTTPie C2 Tests,dependency-installation,73.7739,18.27,,3.11
32660022317,httpie,C2,P01 HTTPie C2 Tests,test-execution,314.284,89.79,,3.11
32660022317,httpie,C2,P01 HTTPie C2 Tests,checkout,2.94448,1.06,,3.12
32660022317,httpie,C2,P01 HTTPie C2 Tests,dependency-installation,61.2494,15.48,,3.12
32660022317,httpie,C2,P01 HTTPie C2 Tests,test-execution,280.313,81.54,,3.12
32660022192,httpie,C1,P01 HTTPie C1 Tests,checkout,5.239,1.21,,3.10
32660022192,httpie,C1,P01 HTTPie C1 Tests,dependency-installation,98.752,23.53,,3.10
32660022192,httpie,C1,P01 HTTPie C1 Tests,test-execution,358.187,99.62,,3.10
32660022192,httpie,C1,P01 HTTPie C1 Tests,checkout,3.79828,1.05,,3.12
32660022192,httpie,C1,P01 HTTPie C1 Tests,dependency-installation,89.322,22.07,,3.12
32660022192,httpie,C1,P01 HTTPie C1 Tests,test-execution,341.028,96.32,,3.12
32660022192,httpie,C1,P01 HTTPie C1 Tests,checkout,3.24909,1.5,,3.11
32660022192,httpie,C1,P01 HTTPie C1 Tests,dependency-installation,80.4239,20.24,,3.11
32660022192,httpie,C1,P01 HTTPie C1 Tests,test-execution,323.83,92.6,,3.11
32659751023,gson,C3,P05 Gson C3 Consolidated,checkout,5.3808,1.78,,
32659751023,gson,C3,P05 Gson C3 Consolidated,test-execution,289.019,53.71,,
32659750021,retrofit,C4,P03 Retrofit C4 Combined,test-execution,316.468,59.66,,
32659749265,retrofit,C2,P03 Retrofit C2 Tests,test-execution,314.531,59.28,,
32659746314,httpie,C2,P01 HTTPie C2 Tests,checkout,2.94857,1.2,,3.10
32659746314,httpie,C2,P01 HTTPie C2 Tests,dependency-installation,84.0846,21.12,,3.10
32659746314,httpie,C2,P01 HTTPie C2 Tests,test-execution,345.2,97.82,,3.10
32659746314,httpie,C2,P01 HTTPie C2 Tests,dependency-installation,85.5864,20.89,,3.12
32659746314,httpie,C2,P01 HTTPie C2 Tests,test-execution,337.442,95.04,,3.12
32659746314,httpie,C2,P01 HTTPie C2 Tests,dependency-installation,73.3747,18.01,,3.11
32659746314,httpie,C2,P01 HTTPie C2 Tests,test-execution,312.052,89.47,,3.11
32659746123,httpie,C1,P01 HTTPie C1 Tests,checkout,5.75876,1.31,,3.10
32659746123,httpie,C1,P01 HTTPie C1 Tests,dependency-installation,119.227,29.48,,3.10
32659746123,httpie,C1,P01 HTTPie C1 Tests,test-execution,352.736,98.31,,3.10
32659746123,httpie,C1,P01 HTTPie C1 Tests,checkout,5.02184,1.71,,3.12
32659746123,httpie,C1,P01 HTTPie C1 Tests,dependency-installation,101.517,25.41,,3.12
32659746123,httpie,C1,P01 HTTPie C1 Tests,test-execution,343.947,95.49,,3.12
32659746123,httpie,C1,P01 HTTPie C1 Tests,dependency-installation,100.326,24.77,,3.11
32659746123,httpie,C1,P01 HTTPie C1 Tests,test-execution,316.226,90.72,,3.11
32659487712,gson,C3,P05 Gson C3 Consolidated,test-execution,248.054,42.54,,
32659486281,retrofit,C4,P03 Retrofit C4 Combined,checkout,5.08982,1.41,,
32659486281,retrofit,C4,P03 Retrofit C4 Combined,test-execution,329.907,67.25,,
32659484792,retrofit,C2,P03 Retrofit C2 Tests,checkout,4.8018,1.18,,
32659484792,retrofit,C2,P03 Retrofit C2 Tests,test-execution,420.716,88.95,,
32659481762,httpie,C2,P01 HTTPie C2 Tests,checkout,2.58989,1.17,,3.12
32659481762,httpie,C2,P01 HTTPie C2 Tests,dependency-installation,79.2723,19.98,,3.12
32659481762,httpie,C2,P01 HTTPie C2 Tests,test-execution,347.576,98.25,,3.12
32659481762,httpie,C2,P01 HTTPie C2 Tests,checkout,2.76811,1.18,,3.10
32659481762,httpie,C2,P01 HTTPie C2 Tests,dependency-installation,85.0466,21.31,,3.10
32659481762,httpie,C2,P01 HTTPie C2 Tests,test-execution,338.096,95.62,,3.10
32659481762,httpie,C2,P01 HTTPie C2 Tests,checkout,5.13748,1.12,,3.11
32659481762,httpie,C2,P01 HTTPie C2 Tests,dependency-installation,88.7802,21.6,,3.11
32659481762,httpie,C2,P01 HTTPie C2 Tests,test-execution,328.826,93.1,,3.11
32659481195,httpie,C1,P01 HTTPie C1 Tests,checkout,7.8148,1.72,,3.12
32659481195,httpie,C1,P01 HTTPie C1 Tests,dependency-installation,101.059,24.78,,3.12
32659481195,httpie,C1,P01 HTTPie C1 Tests,test-execution,340.493,95.71,,3.12
32659481195,httpie,C1,P01 HTTPie C1 Tests,dependency-installation,94.7052,23.38,,3.10
32659481195,httpie,C1,P01 HTTPie C1 Tests,test-execution,331.918,93.85,,3.10
32659481195,httpie,C1,P01 HTTPie C1 Tests,checkout,4.99521,1.36,,3.11
32659481195,httpie,C1,P01 HTTPie C1 Tests,dependency-installation,89.2381,22.67,,3.11
32659481195,httpie,C1,P01 HTTPie C1 Tests,test-execution,309.664,88.9,,3.11
32659220608,gson,C3,P05 Gson C3 Consolidated,checkout,6.28252,1.45,,
32659220608,gson,C3,P05 Gson C3 Consolidated,test-execution,272.805,50.09,,
32659219706,retrofit,C4,P03 Retrofit C4 Combined,checkout,5.80403,1.29,,
32659219706,retrofit,C4,P03 Retrofit C4 Combined,test-execution,334.528,66.47,,
32659216985,retrofit,C2,P03 Retrofit C2 Tests,checkout,2.61853,1.06,,
32659216985,retrofit,C2,P03 Retrofit C2 Tests,test-execution,316.532,62.2,,
32659213980,httpie,C2,P01 HTTPie C2 Tests,checkout,7.08296,1.61,,3.12
32659213980,httpie,C2,P01 HTTPie C2 Tests,dependency-installation,90.3684,22.08,,3.12
32659213980,httpie,C2,P01 HTTPie C2 Tests,test-execution,346.442,97.3,,3.12
32659213980,httpie,C2,P01 HTTPie C2 Tests,dependency-installation,84.8503,20.22,,3.10
32659213980,httpie,C2,P01 HTTPie C2 Tests,test-execution,346.067,96.91,,3.10
32659213980,httpie,C2,P01 HTTPie C2 Tests,dependency-installation,72.7686,17.77,,3.11
32659213980,httpie,C2,P01 HTTPie C2 Tests,test-execution,323.253,91.48,,3.11
32659212589,httpie,C1,P01 HTTPie C1 Tests,checkout,5.9384,1.7,,3.10
32659212589,httpie,C1,P01 HTTPie C1 Tests,dependency-installation,110.754,27.29,,3.10
32659212589,httpie,C1,P01 HTTPie C1 Tests,test-execution,360.132,100.36,,3.10
32659212589,httpie,C1,P01 HTTPie C1 Tests,checkout,4.18706,1.14,,3.12
32659212589,httpie,C1,P01 HTTPie C1 Tests,dependency-installation,101.399,25.0,,3.12
32659212589,httpie,C1,P01 HTTPie C1 Tests,test-execution,366.227,102.08,,3.12
32659212589,httpie,C1,P01 HTTPie C1 Tests,checkout,6.56586,1.63,,3.11
32659212589,httpie,C1,P01 HTTPie C1 Tests,dependency-installation,88.2863,21.56,,3.11
32659212589,httpie,C1,P01 HTTPie C1 Tests,test-execution,320.587,91.38,,3.11
32658950009,gson,C3,P05 Gson C3 Consolidated,checkout,2.96625,1.14,,
32658950009,gson,C3,P05 Gson C3 Consolidated,test-execution,268.305,46.96,,
32658948714,retrofit,C4,P03 Retrofit C4 Combined,checkout,13.9256,2.84,,
32658948714,retrofit,C4,P03 Retrofit C4 Combined,test-execution,377.091,74.55,,
32658947662,retrofit,C2,P03 Retrofit C2 Tests,checkout,2.83525,1.17,,
32658947662,retrofit,C2,P03 Retrofit C2 Tests,test-execution,332.491,66.66,,
32658945399,httpie,C2,P01 HTTPie C2 Tests,checkout,2.76565,1.05,,3.10
32658945399,httpie,C2,P01 HTTPie C2 Tests,dependency-installation,85.4114,21.08,,3.10
32658945399,httpie,C2,P01 HTTPie C2 Tests,test-execution,348.422,97.7,,3.10
32658945399,httpie,C2,P01 HTTPie C2 Tests,checkout,2.78448,1.17,,3.12
32658945399,httpie,C2,P01 HTTPie C2 Tests,dependency-installation,76.7865,19.27,,3.12
32658945399,httpie,C2,P01 HTTPie C2 Tests,test-execution,349.256,98.19,,3.12
32658945399,httpie,C2,P01 HTTPie C2 Tests,checkout,7.93244,2.1,,3.11
32658945399,httpie,C2,P01 HTTPie C2 Tests,dependency-installation,77.2139,19.36,,3.11
32658945399,httpie,C2,P01 HTTPie C2 Tests,test-execution,272.623,79.89,,3.11
32658943973,httpie,C1,P01 HTTPie C1 Tests,checkout,3.78712,1.08,,3.12
32658943973,httpie,C1,P01 HTTPie C1 Tests,dependency-installation,95.1879,23.59,,3.12
32658943973,httpie,C1,P01 HTTPie C1 Tests,test-execution,363.129,101.41,,3.12
32658943973,httpie,C1,P01 HTTPie C1 Tests,dependency-installation,108.59,26.59,,3.10
32658943973,httpie,C1,P01 HTTPie C1 Tests,test-execution,360.481,99.99,,3.10
32658943973,httpie,C1,P01 HTTPie C1 Tests,checkout,2.72806,1.06,,3.11
32658943973,httpie,C1,P01 HTTPie C1 Tests,dependency-installation,95.6095,24.33,,3.11
32658943973,httpie,C1,P01 HTTPie C1 Tests,test-execution,307.443,88.61,,3.11
32657337276,httpie,C3,P01 HTTPie C3 Consolidated,checkout,4.75129,1.3,,
32657337276,httpie,C3,P01 HTTPie C3 Consolidated,dependency-installation,95.7463,23.54,,
32657337276,httpie,C3,P01 HTTPie C3 Consolidated,coverage,374.211,103.84,,
32657337276,httpie,C3,P01 HTTPie C3 Consolidated,dist-test,78.0382,19.2,,
32657337276,httpie,C3,P01 HTTPie C3 Consolidated,checkout,5.42736,1.55,,3.11
32657337276,httpie,C3,P01 HTTPie C3 Consolidated,dependency-installation,95.5447,23.84,,3.11
32657337276,httpie,C3,P01 HTTPie C3 Consolidated,test-execution,336.215,95.55,,3.11
32657337276,httpie,C3,P01 HTTPie C3 Consolidated,checkout,4.93941,1.09,,3.10
32657337276,httpie,C3,P01 HTTPie C3 Consolidated,dependency-installation,99.8228,24.21,,3.10
32657337276,httpie,C3,P01 HTTPie C3 Consolidated,test-execution,342.052,96.04,,3.10
32657337276,httpie,C3,P01 HTTPie C3 Consolidated,checkout,2.89214,1.09,,3.12
32657337276,httpie,C3,P01 HTTPie C3 Consolidated,dependency-installation,70.4297,17.55,,3.12
32657337276,httpie,C3,P01 HTTPie C3 Consolidated,test-execution,283.873,83.16,,3.12
32657337276,httpie,C3,P01 HTTPie C3 Consolidated,dependency-installation,50.0942,12.07,,
32657337276,httpie,C3,P01 HTTPie C3 Consolidated,lint,71.5359,17.56,,
32657035966,httpie,C3,P01 HTTPie C3 Consolidated,checkout,5.56158,1.52,,
32657035966,httpie,C3,P01 HTTPie C3 Consolidated,dependency-installation,103.109,26.04,,
32657035966,httpie,C3,P01 HTTPie C3 Consolidated,coverage,370.604,104.0,,
32657035966,httpie,C3,P01 HTTPie C3 Consolidated,dist-test,79.6477,19.58,,
32657035966,httpie,C3,P01 HTTPie C3 Consolidated,checkout,6.9895,1.53,,3.10
32657035966,httpie,C3,P01 HTTPie C3 Consolidated,dependency-installation,110.949,26.99,,3.10
32657035966,httpie,C3,P01 HTTPie C3 Consolidated,test-execution,339.526,95.0,,3.10
32657035966,httpie,C3,P01 HTTPie C3 Consolidated,checkout,6.6621,1.52,,3.11
32657035966,httpie,C3,P01 HTTPie C3 Consolidated,dependency-installation,96.423,23.5,,3.11
32657035966,httpie,C3,P01 HTTPie C3 Consolidated,test-execution,325.083,92.35,,3.11
32657035966,httpie,C3,P01 HTTPie C3 Consolidated,checkout,5.14096,1.15,,3.12
32657035966,httpie,C3,P01 HTTPie C3 Consolidated,dependency-installation,90.1601,21.11,,3.12
32657035966,httpie,C3,P01 HTTPie C3 Consolidated,test-execution,313.096,82.57,,3.12
32657035966,httpie,C3,P01 HTTPie C3 Consolidated,dependency-installation,59.3622,14.24,,
32657035966,httpie,C3,P01 HTTPie C3 Consolidated,lint,77.9993,19.25,,
32656732395,httpie,C3,P01 HTTPie C3 Consolidated,checkout,2.89347,1.09,,
32656732395,httpie,C3,P01 HTTPie C3 Consolidated,dependency-installation,98.0222,24.28,,
32656732395,httpie,C3,P01 HTTPie C3 Consolidated,coverage,370.263,103.38,,
32656732395,httpie,C3,P01 HTTPie C3 Consolidated,dist-test,78.5024,19.34,,
32656732395,httpie,C3,P01 HTTPie C3 Consolidated,checkout,5.02337,1.27,,3.10
32656732395,httpie,C3,P01 HTTPie C3 Consolidated,dependency-installation,99.3015,24.11,,3.10
32656732395,httpie,C3,P01 HTTPie C3 Consolidated,test-execution,343.614,96.94,,3.10
32656732395,httpie,C3,P01 HTTPie C3 Consolidated,dependency-installation,100.185,24.42,,3.12
32656732395,httpie,C3,P01 HTTPie C3 Consolidated,test-execution,342.13,96.28,,3.12
32656732395,httpie,C3,P01 HTTPie C3 Consolidated,checkout,3.07965,1.25,,3.11
32656732395,httpie,C3,P01 HTTPie C3 Consolidated,dependency-installation,91.6025,22.79,,3.11
32656732395,httpie,C3,P01 HTTPie C3 Consolidated,test-execution,327.329,93.75,,3.11
32656732395,httpie,C3,P01 HTTPie C3 Consolidated,checkout,15.6136,2.85,,
32656732395,httpie,C3,P01 HTTPie C3 Consolidated,dependency-installation,43.4256,9.93,,
32656732395,httpie,C3,P01 HTTPie C3 Consolidated,lint,73.5311,18.07,,
32656425741,httpie,C3,P01 HTTPie C3 Consolidated,checkout,3.30147,1.51,,
32656425741,httpie,C3,P01 HTTPie C3 Consolidated,dependency-installation,96.1091,24.24,,
32656425741,httpie,C3,P01 HTTPie C3 Consolidated,coverage,378.852,105.64,,
32656425741,httpie,C3,P01 HTTPie C3 Consolidated,dist-test,79.6246,19.79,,
32656425741,httpie,C3,P01 HTTPie C3 Consolidated,dependency-installation,101.518,24.77,,3.10
32656425741,httpie,C3,P01 HTTPie C3 Consolidated,test-execution,349.207,97.71,,3.10
32656425741,httpie,C3,P01 HTTPie C3 Consolidated,dependency-installation,104.323,26.09,,3.11
32656425741,httpie,C3,P01 HTTPie C3 Consolidated,test-execution,321.191,92.64,,3.11
32656425741,httpie,C3,P01 HTTPie C3 Consolidated,dependency-installation,89.9324,22.2,,3.12
32656425741,httpie,C3,P01 HTTPie C3 Consolidated,test-execution,332.206,94.3,,3.12
32656425741,httpie,C3,P01 HTTPie C3 Consolidated,dependency-installation,57.8077,14.08,,
32656425741,httpie,C3,P01 HTTPie C3 Consolidated,lint,68.8731,17.24,,
32656401686,retrofit,C3,P03 Retrofit C3 Consolidated,checkout,3.74866,1.25,,
32656401686,retrofit,C3,P03 Retrofit C3 Consolidated,test-execution,498.054,88.98,,
32656238174,httpie,C1,P01 HTTPie C1 Code Style,dependency-installation,45.6013,10.72,,
32656238174,httpie,C1,P01 HTTPie C1 Code Style,lint,89.1568,20.75,,
32656144815,gson,C4,P05 Gson C4 Combined,test-execution,212.431,32.51,,
32656135106,retrofit,C3,P03 Retrofit C3 Consolidated,checkout,4.45167,1.18,,
32656135106,retrofit,C3,P03 Retrofit C3 Consolidated,test-execution,415.582,84.17,,
32656132575,got,C4,P02 got C4 Combined,dependency-installation,163.668,35.24,,
32656132575,got,C4,P02 got C4 Combined,test-execution,391.245,74.79,,
32656132575,got,C4,P02 got C4 Combined,dependency-installation,158.188,32.4,,
32656132575,got,C4,P02 got C4 Combined,test-execution,320.261,65.44,,
32656132281,retrofit,C1,P03 Retrofit C1 Tests,test-execution,467.706,90.6,,
32656130275,got,C3,P02 got C3 Consolidated,checkout,4.50667,1.08,,
32656130275,got,C3,P02 got C3 Consolidated,dependency-installation,158.69,36.18,,
32656130275,got,C3,P02 got C3 Consolidated,test-execution,327.163,66.55,,
32656130275,got,C3,P02 got C3 Consolidated,checkout,2.7823,1.1,,
32656130275,got,C3,P02 got C3 Consolidated,dependency-installation,156.868,35.39,,
32656130275,got,C3,P02 got C3 Consolidated,test-execution,374.63,73.42,,
32656128611,got,C2,P02 got C2 Tests,checkout,4.8719,1.38,,
32656128611,got,C2,P02 got C2 Tests,dependency-installation,220.342,48.04,,
32656128611,got,C2,P02 got C2 Tests,test-execution,453.734,85.03,,
32656128611,got,C2,P02 got C2 Tests,checkout,4.01518,1.1,,
32656128611,got,C2,P02 got C2 Tests,dependency-installation,174.199,38.83,,
32656128611,got,C2,P02 got C2 Tests,test-execution,325.439,67.14,,
32656128332,got,C1,P02 got C1 Tests,checkout,5.08425,1.52,,
32656128332,got,C1,P02 got C1 Tests,dependency-installation,164.205,36.83,,
32656128332,got,C1,P02 got C1 Tests,test-execution,323.336,66.42,,
32656128332,got,C1,P02 got C1 Tests,dependency-installation,162.898,33.92,,
32656128332,got,C1,P02 got C1 Tests,test-execution,373.174,72.51,,
32656125650,httpie,C4,P01 HTTPie C4 Combined,checkout,3.562,1.16,,
32656125650,httpie,C4,P01 HTTPie C4 Combined,dependency-installation,78.7349,19.61,,
32656125650,httpie,C4,P01 HTTPie C4 Combined,coverage,371.253,102.92,,
32656125650,httpie,C4,P01 HTTPie C4 Combined,dist-test,80.1436,19.89,,
32656125650,httpie,C4,P01 HTTPie C4 Combined,checkout,5.26167,1.23,,3.12
32656125650,httpie,C4,P01 HTTPie C4 Combined,dependency-installation,83.5513,20.29,,3.12
32656125650,httpie,C4,P01 HTTPie C4 Combined,test-execution,362.058,100.89,,3.12
32656125650,httpie,C4,P01 HTTPie C4 Combined,dependency-installation,82.5703,20.13,,3.10
32656125650,httpie,C4,P01 HTTPie C4 Combined,test-execution,333.182,93.48,,3.10
32656125650,httpie,C4,P01 HTTPie C4 Combined,checkout,4.97016,1.43,,3.11
32656125650,httpie,C4,P01 HTTPie C4 Combined,dependency-installation,83.4981,20.49,,3.11
32656125650,httpie,C4,P01 HTTPie C4 Combined,test-execution,316.189,90.02,,3.11
32656125650,httpie,C4,P01 HTTPie C4 Combined,checkout,5.14056,1.39,,
32656125650,httpie,C4,P01 HTTPie C4 Combined,dependency-installation,57.1477,14.18,,
32656125650,httpie,C4,P01 HTTPie C4 Combined,lint,73.0542,18.1,,
32656124140,httpie,C3,P01 HTTPie C3 Consolidated,checkout,4.17827,1.21,,
32656124140,httpie,C3,P01 HTTPie C3 Consolidated,dependency-installation,112.32,28.05,,
32656124140,httpie,C3,P01 HTTPie C3 Consolidated,coverage,374.71,103.38,,
32656124140,httpie,C3,P01 HTTPie C3 Consolidated,dist-test,82.2984,20.36,,
32656124140,httpie,C3,P01 HTTPie C3 Consolidated,checkout,4.36302,1.19,,3.10
32656124140,httpie,C3,P01 HTTPie C3 Consolidated,dependency-installation,113.277,28.25,,3.10
32656124140,httpie,C3,P01 HTTPie C3 Consolidated,test-execution,342.492,96.75,,3.10
32656124140,httpie,C3,P01 HTTPie C3 Consolidated,dependency-installation,105.718,25.35,,3.12
32656124140,httpie,C3,P01 HTTPie C3 Consolidated,test-execution,366.113,101.65,,3.12
32656124140,httpie,C3,P01 HTTPie C3 Consolidated,checkout,4.6071,1.43,,3.11
32656124140,httpie,C3,P01 HTTPie C3 Consolidated,dependency-installation,84.4246,21.31,,3.11
32656124140,httpie,C3,P01 HTTPie C3 Consolidated,test-execution,280.586,82.34,,3.11
32656124140,httpie,C3,P01 HTTPie C3 Consolidated,checkout,9.99514,2.32,,
32656124140,httpie,C3,P01 HTTPie C3 Consolidated,dependency-installation,60.1684,13.3,,
32656124140,httpie,C3,P01 HTTPie C3 Consolidated,lint,90.4901,21.42,,
32655975420,httpie,C1,P01 HTTPie C1 Code Style,dependency-installation,53.5957,13.03,,
32655975420,httpie,C1,P01 HTTPie C1 Code Style,lint,73.0433,18.12,,
32655918455,httpie,C1,P01 HTTPie C1 Coverage,dependency-installation,99.103,24.2,,
32655918455,httpie,C1,P01 HTTPie C1 Coverage,coverage,371.34,103.22,,
32655918455,httpie,C1,P01 HTTPie C1 Coverage,dist-test,81.2174,19.91,,
32655878805,gson,C4,P05 Gson C4 Combined,checkout,5.20289,1.2,,
32655878805,gson,C4,P05 Gson C4 Combined,test-execution,231.301,36.98,,
32655876207,gson,C1,P05 Gson C1 Tests,test-execution,254.655,51.76,,
32655873135,resty,C4,P04 resty C4 Combined,checkout,7.78991,1.8,,
32655873135,resty,C4,P04 resty C4 Combined,dependency-installation,42.5888,10.2,,
32655873135,resty,C4,P04 resty C4 Combined,test-execution,227.923,78.46,,
32655872968,resty,C3,P04 resty C3 Consolidated,checkout,6.53175,1.87,,
32655872968,resty,C3,P04 resty C3 Consolidated,dependency-installation,37.0985,9.33,,
32655872968,resty,C3,P04 resty C3 Consolidated,test-execution,183.701,79.29,,
32655869409,resty,C2,P04 resty C2 Tests,checkout,4.85901,1.67,,
32655869409,resty,C2,P04 resty C2 Tests,dependency-installation,42.6183,11.27,,
32655869409,resty,C2,P04 resty C2 Tests,test-execution,181.66,79.82,,
32655868444,retrofit,C3,P03 Retrofit C3 Consolidated,test-execution,511.013,92.81,,
32655865214,retrofit,C1,P03 Retrofit C1 Tests,checkout,3.23485,1.14,,
32655865214,retrofit,C1,P03 Retrofit C1 Tests,test-execution,506.974,91.52,,
32655863578,got,C4,P02 got C4 Combined,checkout,2.86791,1.19,,
32655863578,got,C4,P02 got C4 Combined,dependency-installation,147.649,32.25,,
32655863578,got,C4,P02 got C4 Combined,test-execution,397.328,76.39,,
32655863578,got,C4,P02 got C4 Combined,checkout,3.49465,1.2,,
32655863578,got,C4,P02 got C4 Combined,dependency-installation,162.648,37.32,,
32655863578,got,C4,P02 got C4 Combined,test-execution,319.62,65.34,,
32655862054,got,C3,P02 got C3 Consolidated,checkout,4.9361,1.16,,
