run_id,project,config,workflow,stage,energy_joules,duration_seconds,timestamp,python_version
32650847948,httpie,C4,P01 HTTPie C4 Combined,dependency-installation,81.0288,19.66,,3.10
32650847948,httpie,C4,P01 HTTPie C4 Combined,test-execution,345.49,98.93,,3.10
32650847948,httpie,C4,P01 HTTPie C4 Combined,checkout,4.58702,1.31,,3.12
32650847948,httpie,C4,P01 HTTPie C4 Combined,dependency-installation,71.3489,17.82,,3.12
32650847948,httpie,C4,P01 HTTPie C4 Combined,test-execution,299.726,83.03,,3.12
32650847948,httpie,C4,P01 HTTPie C4 Combined,checkout,4.72395,1.08,,3.11
32650847948,httpie,C4,P01 HTTPie C4 Combined,dependency-installation,85.5341,20.84,,3.11
32650847948,httpie,C4,P01 HTTPie C4 Combined,test-execution,347.601,97.41,,3.11
32650847948,httpie,C4,P01 HTTPie C4 Combined,checkout,3.08275,1.08,,
32650847948,httpie,C4,P01 HTTPie C4 Combined,dependency-installation,47.5098,11.92,,
32650847948,httpie,C4,P01 HTTPie C4 Combined,lint,59.6524,15.07,,
32650840876,httpie,C2,P01 HTTPie C2 Tests,checkout,5.24718,1.52,,3.10
32650840876,httpie,C2,P01 HTTPie C2 Tests,dependency-installation,102.34,25.57,,3.10
32650840876,httpie,C2,P01 HTTPie C2 Tests,test-execution,356.323,100.32,,3.10
32650840876,httpie,C2,P01 HTTPie C2 Tests,checkout,4.24195,1.15,,3.11
32650840876,httpie,C2,P01 HTTPie C2 Tests,dependency-installation,83.4007,20.61,,3.11
32650840876,httpie,C2,P01 HTTPie C2 Tests,test-execution,315.511,89.98,,3.11
32650840876,httpie,C2,P01 HTTPie C2 Tests,dependency-installation,97.123,21.82,,3.12
32650840876,httpie,C2,P01 HTTPie C2 Tests,test-execution,330.981,88.3,,3.12
32650840524,httpie,C1,P01 HTTPie C1 Coverage,dependency-installation,103.068,25.66,,
32650840524,httpie,C1,P01 HTTPie C1 Coverage,coverage,373.235,103.37,,
32650840524,httpie,C1,P01 HTTPie C1 Coverage,dist-test,82.323,20.29,,
32650836999,httpie,C1,P01 HTTPie C1 Tests,checkout,5.79055,1.58,,3.11
32650836999,httpie,C1,P01 HTTPie C1 Tests,dependency-installation,87.6422,21.73,,3.11
32650836999,httpie,C1,P01 HTTPie C1 Tests,test-execution,324.269,92.33,,3.11
